item,name,category,rarity,stack,unit_price,unit_matcost,ratio_pct,leveling
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,20,1,0,0,1
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,2,1,0,0,1
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,3,1,0,0,1
14342,Mooncloth,INTERMEDIATE,VENDOR,4,12160,15200,80,1
14342,Mooncloth,INTERMEDIATE,VENDOR,2,11916,15200,78,1
6662,Elixir of Giant Growth,ELIXIR_POT,DROP,5,101,108,93,1
6662,Elixir of Giant Growth,ELIXIR_POT,DROP,4,98,108,90,1
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,20,1,0,0,1
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,20,1,0,0,1
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,2,1,0,0,1
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,3,1,0,0,1
6662,Elixir of Giant Growth,ELIXIR_POT,DROP,5,88,108,81,1
6662,Elixir of Giant Growth,ELIXIR_POT,DROP,1,84,108,77,1
118,Minor Healing Potion,ELIXIR_POT,UNSOURCED,15,62,85,72,1
5478,Dig Rat Stew,FOOD,UNSOURCED,5,1,0,0,1
5478,Dig Rat Stew,FOOD,UNSOURCED,5,1,0,0,1
5478,Dig Rat Stew,FOOD,UNSOURCED,5,1,0,0,1
5478,Dig Rat Stew,FOOD,UNSOURCED,15,1,0,0,1
2568,Brown Linen Vest,GEAR,TRAINER,1,86,122,70,1
2568,Brown Linen Vest,GEAR,TRAINER,1,83,122,68,1
2568,Brown Linen Vest,GEAR,TRAINER,1,81,122,66,1
2568,Brown Linen Vest,GEAR,TRAINER,1,86,122,70,1
2568,Brown Linen Vest,GEAR,TRAINER,1,83,122,68,1
2568,Brown Linen Vest,GEAR,TRAINER,1,81,122,66,1
2568,Brown Linen Vest,GEAR,TRAINER,1,86,122,70,1
2568,Brown Linen Vest,GEAR,TRAINER,1,83,122,68,1
2568,Brown Linen Vest,GEAR,TRAINER,1,81,122,66,1
2568,Brown Linen Vest,GEAR,TRAINER,1,86,122,70,1
2307,Fine Leather Boots,GEAR,DROP,1,631,671,94,1
2307,Fine Leather Boots,GEAR,DROP,1,612,671,91,1
2307,Fine Leather Boots,GEAR,DROP,1,631,671,94,1
2307,Fine Leather Boots,GEAR,DROP,1,612,671,91,1
2307,Fine Leather Boots,GEAR,DROP,1,631,671,94,1
2307,Fine Leather Boots,GEAR,DROP,1,612,671,91,1
6452,Anti-Venom,MISC,TRAINER,20,119,161,73,1
6452,Anti-Venom,MISC,TRAINER,7,113,161,70,1
6662,Elixir of Giant Growth,ELIXIR_POT,DROP,5,69,108,63,1
6662,Elixir of Giant Growth,ELIXIR_POT,DROP,5,66,108,61,1
6662,Elixir of Giant Growth,ELIXIR_POT,DROP,1,64,108,59,1
13423,Stonescale Oil,INTERMEDIATE,TRAINER,12,82,102,80,1
13423,Stonescale Oil,INTERMEDIATE,TRAINER,1,79,102,77,1
2841,Bronze Bar,INTERMEDIATE,TRAINER,4,49,62,79,1
2841,Bronze Bar,INTERMEDIATE,TRAINER,8,47,62,75,1
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,20,1,0,0,1
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,3,1,0,0,1
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,1,1,0,0,1
4314,Double-stitched Woolen Shoulders,GEAR,TRAINER,1,1103,1424,77,1
4314,Double-stitched Woolen Shoulders,GEAR,TRAINER,1,1080,1424,75,1
4314,Double-stitched Woolen Shoulders,GEAR,TRAINER,1,1026,1424,72,1
4314,Double-stitched Woolen Shoulders,GEAR,TRAINER,1,1103,1424,77,1
4314,Double-stitched Woolen Shoulders,GEAR,TRAINER,1,1080,1424,75,1
4314,Double-stitched Woolen Shoulders,GEAR,TRAINER,1,1026,1424,72,1
4314,Double-stitched Woolen Shoulders,GEAR,TRAINER,1,1103,1424,77,1
4314,Double-stitched Woolen Shoulders,GEAR,TRAINER,1,1080,1424,75,1
4314,Double-stitched Woolen Shoulders,GEAR,TRAINER,1,1026,1424,72,1
2307,Fine Leather Boots,GEAR,DROP,1,498,671,74,1
2307,Fine Leather Boots,GEAR,DROP,1,473,671,70,1
2307,Fine Leather Boots,GEAR,DROP,1,468,671,69,1
2307,Fine Leather Boots,GEAR,DROP,1,449,671,66,1
2307,Fine Leather Boots,GEAR,DROP,1,498,671,74,1
2307,Fine Leather Boots,GEAR,DROP,1,473,671,70,1
2307,Fine Leather Boots,GEAR,DROP,1,468,671,69,1
2307,Fine Leather Boots,GEAR,DROP,1,449,671,66,1
2307,Fine Leather Boots,GEAR,DROP,1,498,671,74,1
2307,Fine Leather Boots,GEAR,DROP,1,473,671,70,1
2307,Fine Leather Boots,GEAR,DROP,1,468,671,69,1
2307,Fine Leather Boots,GEAR,DROP,1,449,671,66,1
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,20,1,0,0,1
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,4,1,0,0,1
10008,White Bandit Mask,GEAR,DROP,1,4596,6023,76,1
10008,White Bandit Mask,GEAR,DROP,1,4412,6023,73,1
10008,White Bandit Mask,GEAR,DROP,1,4596,6023,76,1
10008,White Bandit Mask,GEAR,DROP,1,4412,6023,73,1
10008,White Bandit Mask,GEAR,DROP,1,4596,6023,76,1
10008,White Bandit Mask,GEAR,DROP,1,4412,6023,73,1
10008,White Bandit Mask,GEAR,DROP,1,4596,6023,76,1
10008,White Bandit Mask,GEAR,DROP,1,4412,6023,73,1
10008,White Bandit Mask,GEAR,DROP,1,4596,6023,76,1
10008,White Bandit Mask,GEAR,DROP,1,4412,6023,73,1
10008,White Bandit Mask,GEAR,DROP,1,4596,6023,76,1
10008,White Bandit Mask,GEAR,DROP,1,4412,6023,73,1
10008,White Bandit Mask,GEAR,DROP,1,4596,6023,76,1
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,20,1,0,0,1
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,20,1,0,0,1
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,4,1,0,0,1
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,1,1,0,0,1
3391,Elixir of Ogre's Strength,ELIXIR_POT,DROP,5,199,237,83,1
3391,Elixir of Ogre's Strength,ELIXIR_POT,DROP,5,193,237,81,1
5478,Dig Rat Stew,FOOD,UNSOURCED,5,1,0,0,1
5478,Dig Rat Stew,FOOD,UNSOURCED,11,1,0,0,1
5997,Elixir of Minor Defense,ELIXIR_POT,UNSOURCED,15,72,84,85,1
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,20,1,0,0,1
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,12,1,0,0,1
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,4,1,0,0,1
8069,Crafted Solid Shot,AMMO,TRAINER,1000,1,2,50,1
8069,Crafted Solid Shot,AMMO,TRAINER,1000,1,2,50,1
8069,Crafted Solid Shot,AMMO,TRAINER,800,1,2,50,1
6662,Elixir of Giant Growth,ELIXIR_POT,DROP,5,85,108,78,1
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,20,1,0,0,1
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,20,1,0,0,1
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,2,1,0,0,1
8069,Crafted Solid Shot,AMMO,TRAINER,1000,1,2,50,1
8069,Crafted Solid Shot,AMMO,TRAINER,1000,1,2,50,1
8069,Crafted Solid Shot,AMMO,TRAINER,400,1,2,50,1
6662,Elixir of Giant Growth,ELIXIR_POT,DROP,5,106,108,98,1
6662,Elixir of Giant Growth,ELIXIR_POT,DROP,5,102,108,94,1
6662,Elixir of Giant Growth,ELIXIR_POT,DROP,5,98,108,90,1
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,20,1,0,0,1
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,20,1,0,0,1
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,5,1,0,0,1
4314,Double-stitched Woolen Shoulders,GEAR,TRAINER,1,1250,1424,87,1
4314,Double-stitched Woolen Shoulders,GEAR,TRAINER,1,1212,1424,85,1
4314,Double-stitched Woolen Shoulders,GEAR,TRAINER,1,1175,1424,82,1
4314,Double-stitched Woolen Shoulders,GEAR,TRAINER,1,1151,1424,80,1
4314,Double-stitched Woolen Shoulders,GEAR,TRAINER,1,1250,1424,87,1
4314,Double-stitched Woolen Shoulders,GEAR,TRAINER,1,1212,1424,85,1
4314,Double-stitched Woolen Shoulders,GEAR,TRAINER,1,1175,1424,82,1
4314,Double-stitched Woolen Shoulders,GEAR,TRAINER,1,1151,1424,80,1
4314,Double-stitched Woolen Shoulders,GEAR,TRAINER,1,1250,1424,87,1
4314,Double-stitched Woolen Shoulders,GEAR,TRAINER,1,1212,1424,85,1
4314,Double-stitched Woolen Shoulders,GEAR,TRAINER,1,1175,1424,82,1
4314,Double-stitched Woolen Shoulders,GEAR,TRAINER,1,1151,1424,80,1
4314,Double-stitched Woolen Shoulders,GEAR,TRAINER,1,1250,1424,87,1
15997,Thorium Shells,AMMO,TRAINER,1000,14,22,63,1
15997,Thorium Shells,AMMO,TRAINER,1000,13,22,59,1
15997,Thorium Shells,AMMO,TRAINER,800,13,22,59,1
7026,Linen Belt,GEAR,TRAINER,1,91,122,74,1
7026,Linen Belt,GEAR,TRAINER,1,87,122,71,1
7026,Linen Belt,GEAR,TRAINER,1,91,122,74,1
7026,Linen Belt,GEAR,TRAINER,1,87,122,71,1
7026,Linen Belt,GEAR,TRAINER,1,91,122,74,1
7026,Linen Belt,GEAR,TRAINER,1,87,122,71,1
7026,Linen Belt,GEAR,TRAINER,1,91,122,74,1
7026,Linen Belt,GEAR,TRAINER,1,87,122,71,1
7026,Linen Belt,GEAR,TRAINER,1,91,122,74,1
7026,Linen Belt,GEAR,TRAINER,1,87,122,71,1
7026,Linen Belt,GEAR,TRAINER,1,91,122,74,1
7026,Linen Belt,GEAR,TRAINER,1,87,122,71,1
7026,Linen Belt,GEAR,TRAINER,1,91,122,74,1
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,20,1,0,0,1
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,1,1,0,0,1
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,20,1,0,0,1
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,1,1,0,0,1
4236,Cured Heavy Hide,INTERMEDIATE,TRAINER,8,1269,1350,94,1
4236,Cured Heavy Hide,INTERMEDIATE,TRAINER,3,1218,1350,90,1
10008,White Bandit Mask,GEAR,DROP,1,4654,6023,77,1
10008,White Bandit Mask,GEAR,DROP,1,4560,6023,75,1
10008,White Bandit Mask,GEAR,DROP,1,4654,6023,77,1
10008,White Bandit Mask,GEAR,DROP,1,4560,6023,75,1
10008,White Bandit Mask,GEAR,DROP,1,4654,6023,77,1
10008,White Bandit Mask,GEAR,DROP,1,4560,6023,75,1
10008,White Bandit Mask,GEAR,DROP,1,4654,6023,77,1
10008,White Bandit Mask,GEAR,DROP,1,4560,6023,75,1
2851,Copper Chain Belt,GEAR,TRAINER,1,93,120,77,1
2851,Copper Chain Belt,GEAR,TRAINER,1,90,120,75,1
2851,Copper Chain Belt,GEAR,TRAINER,1,93,120,77,1
2851,Copper Chain Belt,GEAR,TRAINER,1,90,120,75,1
2851,Copper Chain Belt,GEAR,TRAINER,1,93,120,77,1
2851,Copper Chain Belt,GEAR,TRAINER,1,90,120,75,1
2851,Copper Chain Belt,GEAR,TRAINER,1,93,120,77,1
2851,Copper Chain Belt,GEAR,TRAINER,1,90,120,75,1
2851,Copper Chain Belt,GEAR,TRAINER,1,93,120,77,1
2851,Copper Chain Belt,GEAR,TRAINER,1,90,120,75,1
2851,Copper Chain Belt,GEAR,TRAINER,1,93,120,77,1
2865,Rough Bronze Leggings,GEAR,TRAINER,1,272,372,73,1
2865,Rough Bronze Leggings,GEAR,TRAINER,1,261,372,70,1
2865,Rough Bronze Leggings,GEAR,TRAINER,1,250,372,67,1
2865,Rough Bronze Leggings,GEAR,TRAINER,1,272,372,73,1
2865,Rough Bronze Leggings,GEAR,TRAINER,1,261,372,70,1
2865,Rough Bronze Leggings,GEAR,TRAINER,1,250,372,67,1
2865,Rough Bronze Leggings,GEAR,TRAINER,1,272,372,73,1
2865,Rough Bronze Leggings,GEAR,TRAINER,1,261,372,70,1
2865,Rough Bronze Leggings,GEAR,TRAINER,1,250,372,67,1
2865,Rough Bronze Leggings,GEAR,TRAINER,1,272,372,73,1
2865,Rough Bronze Leggings,GEAR,TRAINER,1,261,372,70,1
4330,Stylish Red Shirt,GEAR,TRAINER,1,1121,1424,78,1
4330,Stylish Red Shirt,GEAR,TRAINER,1,1098,1424,77,1
4330,Stylish Red Shirt,GEAR,TRAINER,1,1121,1424,78,1
4330,Stylish Red Shirt,GEAR,TRAINER,1,1098,1424,77,1
4330,Stylish Red Shirt,GEAR,TRAINER,1,1121,1424,78,1
4330,Stylish Red Shirt,GEAR,TRAINER,1,1098,1424,77,1
4330,Stylish Red Shirt,GEAR,TRAINER,1,1121,1424,78,1
4330,Stylish Red Shirt,GEAR,TRAINER,1,1098,1424,77,1
2310,Embossed Leather Cloak,GEAR,TRAINER,1,355,485,73,1
2310,Embossed Leather Cloak,GEAR,TRAINER,1,351,485,72,1
2310,Embossed Leather Cloak,GEAR,TRAINER,1,333,485,68,1
2310,Embossed Leather Cloak,GEAR,TRAINER,1,323,485,66,1
2310,Embossed Leather Cloak,GEAR,TRAINER,1,355,485,73,1
2310,Embossed Leather Cloak,GEAR,TRAINER,1,351,485,72,1
2310,Embossed Leather Cloak,GEAR,TRAINER,1,333,485,68,1
2310,Embossed Leather Cloak,GEAR,TRAINER,1,323,485,66,1
2580,Reinforced Linen Cape,GEAR,TRAINER,1,205,254,80,1
2580,Reinforced Linen Cape,GEAR,TRAINER,1,194,254,76,1
2580,Reinforced Linen Cape,GEAR,TRAINER,1,190,254,74,1
2580,Reinforced Linen Cape,GEAR,TRAINER,1,205,254,80,1
2580,Reinforced Linen Cape,GEAR,TRAINER,1,194,254,76,1
2580,Reinforced Linen Cape,GEAR,TRAINER,1,190,254,74,1
2580,Reinforced Linen Cape,GEAR,TRAINER,1,205,254,80,1
2580,Reinforced Linen Cape,GEAR,TRAINER,1,194,254,76,1
2580,Reinforced Linen Cape,GEAR,TRAINER,1,190,254,74,1
4239,Embossed Leather Gloves,GEAR,TRAINER,1,274,299,91,1
4239,Embossed Leather Gloves,GEAR,TRAINER,1,271,299,90,1
4239,Embossed Leather Gloves,GEAR,TRAINER,1,268,299,89,1
4239,Embossed Leather Gloves,GEAR,TRAINER,1,262,299,87,1
4239,Embossed Leather Gloves,GEAR,TRAINER,1,274,299,91,1
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,20,1,0,0,1
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,13,1,0,0,1
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,6,1,0,0,1
3531,Heavy Wool Bandage,MISC,TRAINER,11,228,272,83,1
6662,Elixir of Giant Growth,ELIXIR_POT,DROP,5,83,108,76,1
6662,Elixir of Giant Growth,ELIXIR_POT,DROP,7,79,108,73,1
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,20,1,0,0,1
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,7,1,0,0,1
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,12,1,0,0,1
4239,Embossed Leather Gloves,GEAR,TRAINER,1,258,299,86,1
4239,Embossed Leather Gloves,GEAR,TRAINER,1,247,299,82,1
4239,Embossed Leather Gloves,GEAR,TRAINER,1,234,299,78,1
4239,Embossed Leather Gloves,GEAR,TRAINER,1,258,299,86,1
4239,Embossed Leather Gloves,GEAR,TRAINER,1,247,299,82,1
4239,Embossed Leather Gloves,GEAR,TRAINER,1,234,299,78,1
4239,Embossed Leather Gloves,GEAR,TRAINER,1,258,299,86,1
4239,Embossed Leather Gloves,GEAR,TRAINER,1,247,299,82,1
4239,Embossed Leather Gloves,GEAR,TRAINER,1,234,299,78,1
4239,Embossed Leather Gloves,GEAR,TRAINER,1,258,299,86,1
4314,Double-stitched Woolen Shoulders,GEAR,TRAINER,1,1307,1424,91,1
4314,Double-stitched Woolen Shoulders,GEAR,TRAINER,1,1241,1424,87,1
4314,Double-stitched Woolen Shoulders,GEAR,TRAINER,1,1191,1424,83,1
4314,Double-stitched Woolen Shoulders,GEAR,TRAINER,1,1307,1424,91,1
4314,Double-stitched Woolen Shoulders,GEAR,TRAINER,1,1241,1424,87,1
13423,Stonescale Oil,INTERMEDIATE,TRAINER,9,74,102,72,1
13423,Stonescale Oil,INTERMEDIATE,TRAINER,2,71,102,69,1
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,20,1,0,0,1
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,7,1,0,0,1
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,6,1,0,0,1
4236,Cured Heavy Hide,INTERMEDIATE,TRAINER,9,1084,1350,80,1
4236,Cured Heavy Hide,INTERMEDIATE,TRAINER,4,1051,1350,77,1
15407,Cured Rugged Hide,INTERMEDIATE,TRAINER,15,6785,9060,74,1
4330,Stylish Red Shirt,GEAR,TRAINER,1,1178,1424,82,1
4330,Stylish Red Shirt,GEAR,TRAINER,1,1119,1424,78,1
4330,Stylish Red Shirt,GEAR,TRAINER,1,1074,1424,75,1
4330,Stylish Red Shirt,GEAR,TRAINER,1,1178,1424,82,1
4330,Stylish Red Shirt,GEAR,TRAINER,1,1119,1424,78,1
4330,Stylish Red Shirt,GEAR,TRAINER,1,1074,1424,75,1
15869,Silver Skeleton Key,MISC,TRAINER,20,135,159,84,1
15869,Silver Skeleton Key,MISC,TRAINER,6,130,159,81,1
13423,Stonescale Oil,INTERMEDIATE,TRAINER,3,89,102,87,1
13423,Stonescale Oil,INTERMEDIATE,TRAINER,8,86,102,84,1
6787,White Woolen Dress,GEAR,TRAINER,1,1063,1424,74,1
6787,White Woolen Dress,GEAR,TRAINER,1,1009,1424,70,1
6787,White Woolen Dress,GEAR,TRAINER,1,958,1424,67,1
6787,White Woolen Dress,GEAR,TRAINER,1,1063,1424,74,1
6787,White Woolen Dress,GEAR,TRAINER,1,1009,1424,70,1
6787,White Woolen Dress,GEAR,TRAINER,1,958,1424,67,1
6787,White Woolen Dress,GEAR,TRAINER,1,1063,1424,74,1
6787,White Woolen Dress,GEAR,TRAINER,1,1009,1424,70,1
6787,White Woolen Dress,GEAR,TRAINER,1,958,1424,67,1
6787,White Woolen Dress,GEAR,TRAINER,1,1063,1424,74,1
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,20,1,0,0,1
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,1,1,0,0,1
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,12,1,0,0,1
6662,Elixir of Giant Growth,ELIXIR_POT,DROP,5,101,108,93,1
6662,Elixir of Giant Growth,ELIXIR_POT,DROP,9,96,108,88,1
3391,Elixir of Ogre's Strength,ELIXIR_POT,DROP,8,183,237,77,1
2307,Fine Leather Boots,GEAR,DROP,1,700,671,104,1
2307,Fine Leather Boots,GEAR,DROP,1,665,671,99,1
2307,Fine Leather Boots,GEAR,DROP,1,651,671,97,1
2307,Fine Leather Boots,GEAR,DROP,1,700,671,104,1
2307,Fine Leather Boots,GEAR,DROP,1,665,671,99,1
2307,Fine Leather Boots,GEAR,DROP,1,651,671,97,1
2307,Fine Leather Boots,GEAR,DROP,1,700,671,104,1
2307,Fine Leather Boots,GEAR,DROP,1,665,671,99,1
2307,Fine Leather Boots,GEAR,DROP,1,651,671,97,1
13423,Stonescale Oil,INTERMEDIATE,TRAINER,2,84,102,82,1
13423,Stonescale Oil,INTERMEDIATE,TRAINER,3,79,102,77,1
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,15,1,0,0,1
15869,Silver Skeleton Key,MISC,TRAINER,20,149,159,93,1
15869,Silver Skeleton Key,MISC,TRAINER,8,146,159,91,1
118,Minor Healing Potion,ELIXIR_POT,UNSOURCED,5,58,85,68,1
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,20,1,0,0,1
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,20,1,0,0,1
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,2,1,0,0,1
22448,Small Prismatic Shard,INTERMEDIATE,TRAINER,3,1,0,0,1
10056,Orange Mageweave Shirt,GEAR,TRAINER,1,7312,6998,104,1
10056,Orange Mageweave Shirt,GEAR,TRAINER,1,7165,6998,102,1
10056,Orange Mageweave Shirt,GEAR,TRAINER,1,7312,6998,104,1
10056,Orange Mageweave Shirt,GEAR,TRAINER,1,7165,6998,102,1
10056,Orange Mageweave Shirt,GEAR,TRAINER,1,7312,6998,104,1
10056,Orange Mageweave Shirt,GEAR,TRAINER,1,7165,6998,102,1
10056,Orange Mageweave Shirt,GEAR,TRAINER,1,7312,6998,104,1
10056,Orange Mageweave Shirt,GEAR,TRAINER,1,7165,6998,102,1
10056,Orange Mageweave Shirt,GEAR,TRAINER,1,7312,6998,104,1
10056,Orange Mageweave Shirt,GEAR,TRAINER,1,7165,6998,102,1
10056,Orange Mageweave Shirt,GEAR,TRAINER,1,7312,6998,104,1
10056,Orange Mageweave Shirt,GEAR,TRAINER,1,7165,6998,102,1
10056,Orange Mageweave Shirt,GEAR,TRAINER,1,7312,6998,104,1
10056,Orange Mageweave Shirt,GEAR,TRAINER,1,7165,6998,102,1
2457,Elixir of Minor Agility,ELIXIR_POT,DROP,9,129,134,96,1
10512,Hi-Impact Mithril Slugs,AMMO,TRAINER,1000,8,13,61,1
10512,Hi-Impact Mithril Slugs,AMMO,TRAINER,400,7,13,53,1
2868,Patterned Bronze Bracers,GEAR,TRAINER,1,432,430,100,1
2868,Patterned Bronze Bracers,GEAR,TRAINER,1,423,430,98,1
2868,Patterned Bronze Bracers,GEAR,TRAINER,1,406,430,94,1
2868,Patterned Bronze Bracers,GEAR,TRAINER,1,432,430,100,1
2868,Patterned Bronze Bracers,GEAR,TRAINER,1,423,430,98,1
2868,Patterned Bronze Bracers,GEAR,TRAINER,1,406,430,94,1
2868,Patterned Bronze Bracers,GEAR,TRAINER,1,432,430,100,1
2868,Patterned Bronze Bracers,GEAR,TRAINER,1,423,430,98,1
2868,Patterned Bronze Bracers,GEAR,TRAINER,1,406,430,94,1
2868,Patterned Bronze Bracers,GEAR,TRAINER,1,432,430,100,1
8069,Crafted Solid Shot,AMMO,TRAINER,1000,1,2,50,1
8069,Crafted Solid Shot,AMMO,TRAINER,600,1,2,50,1
22573,Mote of Earth,INTERMEDIATE,TRAINER,10,2973,3200,92,1
22573,Mote of Earth,INTERMEDIATE,TRAINER,10,2883,3200,90,1
22573,Mote of Earth,INTERMEDIATE,TRAINER,10,2767,3200,86,1
22573,Mote of Earth,INTERMEDIATE,TRAINER,10,2973,3200,92,1
22573,Mote of Earth,INTERMEDIATE,TRAINER,10,2883,3200,90,1
22573,Mote of Earth,INTERMEDIATE,TRAINER,10,2767,3200,86,1
22573,Mote of Earth,INTERMEDIATE,TRAINER,10,2973,3200,92,1
22573,Mote of Earth,INTERMEDIATE,TRAINER,10,2883,3200,90,1
22573,Mote of Earth,INTERMEDIATE,TRAINER,10,2767,3200,86,1
22573,Mote of Earth,INTERMEDIATE,TRAINER,10,2973,3200,92,1
22573,Mote of Earth,INTERMEDIATE,TRAINER,3,2883,3200,90,1
22573,Mote of Earth,INTERMEDIATE,TRAINER,7,2767,3200,86,1
2457,Elixir of Minor Agility,ELIXIR_POT,DROP,13,110,134,82,1
2857,Runed Copper Belt,GEAR,TRAINER,1,148,200,74,1
2857,Runed Copper Belt,GEAR,TRAINER,1,146,200,73,1
2857,Runed Copper Belt,GEAR,TRAINER,1,148,200,74,1
2857,Runed Copper Belt,GEAR,TRAINER,1,146,200,73,1
2857,Runed Copper Belt,GEAR,TRAINER,1,148,200,74,1
2857,Runed Copper Belt,GEAR,TRAINER,1,146,200,73,1
2857,Runed Copper Belt,GEAR,TRAINER,1,148,200,74,1
2857,Runed Copper Belt,GEAR,TRAINER,1,146,200,73,1
2857,Runed Copper Belt,GEAR,TRAINER,1,148,200,74,1
2857,Runed Copper Belt,GEAR,TRAINER,1,146,200,73,1
2857,Runed Copper Belt,GEAR,TRAINER,1,148,200,74,1
2857,Runed Copper Belt,GEAR,TRAINER,1,146,200,73,1
10056,Orange Mageweave Shirt,GEAR,TRAINER,1,5530,6998,79,1
10056,Orange Mageweave Shirt,GEAR,TRAINER,1,5419,6998,77,1
10056,Orange Mageweave Shirt,GEAR,TRAINER,1,5256,6998,75,1
10056,Orange Mageweave Shirt,GEAR,TRAINER,1,5203,6998,74,1
10056,Orange Mageweave Shirt,GEAR,TRAINER,1,5530,6998,79,1
2579,Green Linen Shirt,GEAR,TRAINER,1,396,536,73,1
